dataHoraCotacao,dolar_venda
2010-04-01,1.75657
2010-05-01,1.813190476190476
2010-06-01,1.8065285714285715
2010-07-01,1.7696363636363637
2010-08-01,1.7595636363636364
2010-09-01,1.7187095238095238
2010-10-01,1.6835
2010-11-01,1.7133299999999998
2010-12-01,1.693413043478261
2011-01-01,1.6749142857142858
2011-02-01,1.66799
2011-03-01,1.6590999999999998
2011-04-01,1.5864473684210525
2011-05-01,1.613490909090909
2011-06-01,1.5870428571428572
2011-07-01,1.5639380952380952
2011-08-01,1.597008695652174
2011-09-01,1.7497761904761906
2011-10-01,1.77257
2011-11-01,1.7904900000000001
2011-12-01,1.8368863636363635
2012-01-01,1.7896818181818182
2012-02-01,1.7183947368421055
2012-03-01,1.795309090909091
2012-04-01,1.854835
2012-05-01,1.9859909090909091
2012-06-01,2.049195
2012-07-01,2.0287363636363636
2012-08-01,2.0294434782608697
2012-09-01,2.0280789473684213
2012-10-01,2.0298454545454545
2012-11-01,2.06775
2012-12-01,2.077835
2013-01-01,2.031077272727273
2013-02-01,1.9732500000000002
2013-03-01,1.98284
2013-04-01,2.0022136363636363
2013-05-01,2.0348428571428574
2013-06-01,2.172955
2013-07-01,2.2521695652173914
2013-08-01,2.342190909090909
2013-09-01,2.270509523809524
2013-10-01,2.1886478260869566
2013-11-01,2.29535
2013-12-01,2.345485714285714
2014-01-01,2.382209090909091
2014-02-01,2.38368
2014-03-01,2.3260894736842106
2014-04-01,2.23277
2014-05-01,2.2208809523809525
2014-06-01,2.2354700000000003
2014-07-01,2.2246478260869567
2014-08-01,2.2680285714285713
2014-09-01,2.332868181818182
2014-10-01,2.4482608695652175
2014-11-01,2.548365
2014-12-01,2.6393636363636364
2015-01-01,2.6342285714285714
2015-02-01,2.81645
2015-03-01,3.1394772727272726
2015-04-01,3.0432200000000003
2015-05-01,3.061715
2015-06-01,3.1117380952380955
2015-07-01,3.2231434782608694
2015-08-01,3.5143047619047616
2015-09-01,3.906457142857143
2015-10-01,3.8801380952380953
2015-11-01,3.77646
2015-12-01,3.871136363636363
2016-01-01,4.05235
2016-02-01,3.9737421052631574
2016-03-01,3.7039181818181817
2016-04-01,3.5658450000000004
2016-05-01,3.5392904761904758
2016-06-01,3.4244772727272728
2016-07-01,3.2755666666666667
2016-08-01,3.209660869565217
2016-09-01,3.2563714285714283
2016-10-01,3.185845
2016-11-01,3.34203
2016-12-01,3.352268181818182
2017-01-01,3.196609090909091
2017-02-01,3.1041944444444445
2017-03-01,3.127930434782609
2017-04-01,3.136172222222222
2017-05-01,3.209509090909091
2017-06-01,3.2953666666666663
2017-07-01,3.2061380952380953
2017-08-01,3.1509173913043482
2017-09-01,3.1347899999999997
2017-10-01,3.1912285714285713
2017-11-01,3.25938
2017-12-01,3.2919150000000004
2018-01-01,3.2106090909090907
2018-02-01,3.2415000000000003
2018-03-01,3.2792142857142856
2018-04-01,3.407495238095238
2018-05-01,3.636057142857143
2018-06-01,3.773171428571428
2018-07-01,3.8287636363636364
2018-08-01,3.9297565217391304
2018-09-01,4.1165473684210525
2018-10-01,3.758409090909091
2018-11-01,3.786665
2018-12-01,3.885055
2019-01-01,3.7416818181818186
2019-02-01,3.7236249999999997
2019-03-01,3.846484210526316
2019-04-01,3.8961571428571427
2019-05-01,4.001518181818182
2019-06-01,3.8588263157894738
2019-07-01,3.7793391304347828
2019-08-01,4.019981818181818
2019-09-01,4.1215
2019-10-01,4.086986956521739
2019-11-01,4.155345
2019-12-01,4.109590476190476
2020-01-01,4.149463636363636
2020-02-01,4.341011111111111
2020-03-01,4.883854545454546
2020-04-01,5.32558
2020-05-01,5.643445
2020-06-01,5.1966
2020-07-01,5.280191304347826
2020-08-01,5.461233333333333
2020-09-01,5.399485714285714
2020-10-01,5.625790476190476
2020-11-01,5.417835
2020-12-01,5.1455863636363635
2021-01-01,5.3562449999999995
2021-02-01,5.416494444444444
2021-03-01,5.646147826086957
2021-04-01,5.562135
2021-05-01,5.291057142857143
2021-06-01,5.031904761904762
2021-07-01,5.156704545454546
2021-08-01,5.251718181818182
2021-09-01,5.279690476190477
2021-10-01,5.53998
2021-11-01,5.5568599999999995
2021-12-01,5.651391304347826
2022-01-01,5.534104761904762
2022-02-01,5.196578947368421
2022-03-01,4.968381818181818
2022-04-01,4.758015789473684
2022-05-01,4.95505
2022-06-01,5.049209523809524
2022-07-01,5.368071428571429
2022-08-01,5.143286956521739
2022-09-01,5.236957142857143
2022-10-01,5.2503
2022-11-01,5.274649999999999
2022-12-01,5.242431818181818
2023-01-01,5.200681818181819
2023-02-01,5.171688888888889
2023-03-01,5.211460869565218
2023-04-01,5.019733333333333
2023-05-01,4.9828363636363635
2023-06-01,4.851566666666667
2023-07-01,4.800833333333333
2023-08-01,4.903543478260869
2023-09-01,4.93699
2023-10-01,5.064842857142857
2023-11-01,4.89834
2023-12-01,4.897245
2024-01-01,4.9143954545454545
2024-02-01,4.964389473684211
2024-03-01,4.980135
2024-04-01,5.129095454545455
2024-05-01,5.133047619047619
2024-06-01,5.388975
2024-07-01,5.542047826086956
2024-08-01,5.5526136363636365
2024-09-01,5.541566666666666
2024-10-01,5.624108695652174
2024-11-01,5.807057894736842
2024-12-01,6.097028571428571
2025-01-01,6.021772727272727
2025-02-01,5.765645
2025-03-01,5.74681052631579
2025-04-01,5.779119047619048
2025-05-01,5.6673857142857145
2025-06-01,5.547055
2025-07-01,5.528491304347826
2025-08-01,5.44692380952381
2025-09-01,5.367409090909091
2025-10-01,5.385526086956522
2025-11-01,5.340852631578947
2025-12-01,5.45309090909091
2026-01-01,5.3380238095238095
2026-02-01,5.200616666666666
2026-03-01,5.231586363636364
2026-04-01,5.033075
2026-05-01,4.983700000000001
2026-06-01,5.127571428571429
2026-07-01,5.113947826086957
2026-08-01,5.153161904761905
2026-09-01,5.12146
